Year,Country,Units,Product,Indicator,Value
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1607.3 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,231.1 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,170.7 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,85.7 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1.9 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,90.0 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,3050.1 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,93.8 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,2.8 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,33.7 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,206.8 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,45.0 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,309.2 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,5.3 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,21.8 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,49.5 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.4 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,410.0 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,3.0 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,9.2 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,8.8 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,221.1 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,27.2 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,96.2 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,23.0 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.6 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,102.4 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,14.0 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,10.2 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,26.1 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1612.6 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,102.9 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,202.4 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,3.2 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,57.4 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,2176.2 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,545.3 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,328.1 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,141.3 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1292.7 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,46.1 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1.8 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,639.1 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,12.8 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,729.7 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,111.9 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.2 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,91.4 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,635.1 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,24.9 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,379.8 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,44.8 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,38.8 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,290.6 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,173.8 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.3 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,502.7 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,39.5 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,35.6 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,11.1 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,7.4 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,4.5 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,58.7 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,33.7 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,37.9 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,6.4 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,35.6 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,219.3 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,8.7 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,6.0 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,67.8 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,2236.6 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,88.7 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,62.9 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,198.2 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,83.9 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1576.3 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,3.1 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,122.7 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,37.9 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,590.3 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,57.1 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,25.0 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1.1 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,73.3 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,237.5 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,144.5 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,81.6 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,98.7 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,7.0 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,100.8 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,9.8 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,250.1 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,22.4 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,26.3 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,2.4 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,552.2 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,42.4 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,11.6 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,6.6 
